Date,Open,High,Low,Close,Adj Close,Volume
2.1.14,398.799988,399.359985,394.019989,397.970001,397.970001,2137800
3.1.14,398.290009,402.709991,396.220001,396.440002,396.440002,2210200
6.1.14,395.850006,397,388.420013,393.630005,393.630005,3170600
7.1.14,395.040009,398.470001,394.290009,398.029999,398.029999,1916000
8.1.14,398.470001,403,396.040009,401.920013,401.920013,2316500
9.1.14,403.709991,406.890015,398.440002,401.01001,401.01001,2103000
10.1.14,402.529999,403.76001,393.799988,397.660004,397.660004,2679500
13.1.14,397.980011,399.779999,388.450012,390.980011,390.980011,2844900
14.1.14,392.130005,398.630005,391.290009,397.540009,397.540009,2340100
15.1.14,398.940002,399.309998,392.529999,395.869995,395.869995,2678300
16.1.14,393.679993,399.290009,389.410004,395.799988,395.799988,2601200
17.1.14,394.26001,403.48999,393.660004,399.609985,399.609985,4505100
21.1.14,403,407.799988,401.600006,407.049988,407.049988,3122100
22.1.14,408,408.059998,402,404.540009,404.540009,2060500
23.1.14,401,406.170013,397.790009,399.869995,399.869995,3025400
24.1.14,398.160004,400.200012,387.269989,387.600006,387.600006,4458400
27.1.14,390.5,394.100006,380.48999,386.279999,386.279999,3936800
28.1.14,387.399994,394.73999,387.119995,394.429993,394.429993,2894500
29.1.14,392.160004,392.850006,383.23999,384.200012,384.200012,3382300
30.1.14,393.769989,406.25,387.700012,403.01001,403.01001,10473900
31.1.14,371.76001,375.450012,357.76001,358.690002,358.690002,16154800
3.2.14,358.980011,360.850006,340.100006,346.149994,346.149994,10280800
4.2.14,349.589996,354,344.019989,347.950012,347.950012,4812900
5.2.14,346,349.369995,337.730011,346.450012,346.450012,4435400
6.2.14,347.399994,354.820007,347.399994,354.589996,354.589996,3335700
7.2.14,358.980011,361.799988,352.48999,361.079987,361.079987,4330500
10.2.14,361.609985,365,359.350006,360.869995,360.869995,3449700
11.2.14,361.839996,363.609985,356.25,361.790009,361.790009,3222100
12.2.14,356.429993,357.75,346.320007,349.25,349.25,6587700
13.2.14,347.700012,357.200012,346.5,357.200012,357.200012,4175000
14.2.14,359.339996,359.339996,353.350006,357.350006,357.350006,3520200
18.2.14,355.279999,355.730011,349.450012,353.649994,353.649994,4998000
19.2.14,352.640015,354.540009,346.100006,347.380005,347.380005,4168100
20.2.14,348.799988,350.459991,344.380005,349.799988,349.799988,3492800
21.2.14,352.440002,354.140015,346.75,346.76001,346.76001,4210000
24.2.14,345.190002,353,343.290009,351.779999,351.779999,3644700
25.2.14,353,361.079987,351.579987,358.320007,358.320007,3736400
26.2.14,359.859985,364.75,357.170013,359.799988,359.799988,3622100
27.2.14,357.220001,360.589996,355.5,360.130005,360.130005,3104900
28.2.14,360.600006,365.869995,357.079987,362.100006,362.100006,3882000
3.3.14,358.73999,360.959991,354.480011,359.779999,359.779999,2798300
4.3.14,363.899994,365.679993,362.459991,363.899994,363.899994,2704400
5.3.14,364.130005,372.730011,363.899994,372.369995,372.369995,3848300
6.3.14,374.049988,375.329987,368.899994,372.160004,372.160004,2926600
7.3.14,374.579987,374.98999,369.529999,372.059998,372.059998,2279800
10.3.14,372.690002,372.730011,367,370.529999,370.529999,2105800
11.3.14,370.98999,372.799988,367.279999,368.820007,368.820007,2246100
12.3.14,366.399994,371.160004,363.609985,370.640015,370.640015,2216600
13.3.14,376.619995,383.109985,368.079987,371.51001,371.51001,6829000
14.3.14,372.799988,378.570007,371.549988,373.73999,373.73999,4402200
17.3.14,375.720001,378.850006,374.880005,375.040009,375.040009,2303000
18.3.14,377.320007,379,375,378.769989,378.769989,2483500
19.3.14,378.769989,379,369.420013,373.230011,373.230011,2646700
20.3.14,370.640015,373,366.220001,368.970001,368.970001,2558500
21.3.14,371,372.839996,358.399994,360.619995,360.619995,5414100
24.3.14,360.089996,361.5,348.600006,351.850006,351.850006,4873500
25.3.14,354.029999,358.970001,348.839996,354.709991,354.709991,4445700
26.3.14,357.130005,357.600006,343.399994,343.410004,343.410004,4120700
27.3.14,343.149994,344,330.880005,338.470001,338.470001,5766400
28.3.14,340.049988,347,336.079987,338.290009,338.290009,3986800
31.3.14,342.399994,346.290009,334.059998,336.369995,336.369995,4297500
1.4.14,338.089996,344.429993,338,342.98999,342.98999,3600100
2.4.14,345.98999,348.299988,340.380005,341.959991,341.959991,4475500
3.4.14,341.820007,342.5,328.459991,333.619995,333.619995,6399300
4.4.14,335.149994,335.440002,315.609985,323,323,12534600
7.4.14,320.98999,324.940002,313.130005,317.76001,317.76001,7077400
8.4.14,321.880005,328,318.440002,327.070007,327.070007,6577600
9.4.14,328.470001,332.179993,322.5,331.809998,331.809998,5056600
10.4.14,330.600006,331,316.5,317.109985,317.109985,6126700
11.4.14,314,316.5,309.5,311.730011,311.730011,7287500
14.4.14,317.670013,320.480011,311.279999,315.910004,315.910004,4293500
15.4.14,316.700012,318.279999,305.5,316.079987,316.079987,5398600
16.4.14,321.170013,324,314.709991,323.679993,323.679993,4284900
17.4.14,319.76001,328.660004,319.76001,324.910004,324.910004,4299200
21.4.14,323.970001,331.149994,322.309998,330.869995,330.869995,2999400
22.4.14,332,337.5,328.940002,329.320007,329.320007,3711600
23.4.14,333.059998,333.130005,323.390015,324.579987,324.579987,3604600
24.4.14,329.670013,337.399994,322.950012,337.149994,337.149994,9293700
25.4.14,316.25,316.48999,302.709991,303.829987,303.829987,16180200
28.4.14,304,304.390015,288,296.579987,296.579987,14479800
29.4.14,296.440002,301.839996,290.450012,300.380005,300.380005,6509300
30.4.14,298.100006,304.559998,298.100006,304.130005,304.130005,4088600
1.5.14,304.130005,310.480011,304,307.890015,307.890015,4328600
2.5.14,310.420013,313.290009,304.309998,308.01001,308.01001,3995100
5.5.14,306.369995,310.230011,305,310.049988,310.049988,2519900
6.5.14,309.529999,309.809998,297.040009,297.380005,297.380005,4682300
7.5.14,295.559998,296.399994,286.679993,292.709991,292.709991,7015200
8.5.14,290.820007,295.880005,287.230011,288.320007,288.320007,3848200
9.5.14,290.570007,293.679993,284.380005,292.23999,292.23999,4063000
12.5.14,294.299988,303.339996,294.160004,302.859985,302.859985,3729600
13.5.14,302.600006,305.600006,300.75,304.640015,304.640015,3509900
14.5.14,302.5,304.640015,296.660004,297.619995,297.619995,3323300
15.5.14,298.019989,299.200012,290.380005,295.190002,295.190002,4295100
16.5.14,292.799988,298.880005,291.549988,297.700012,297.700012,3636800
19.5.14,295.76001,299,293.809998,296.76001,296.76001,2284200
20.5.14,297.100006,304.459991,296.75,301.190002,301.190002,4095700
21.5.14,302.209991,305.959991,301.519989,305.01001,305.01001,3408800
22.5.14,305.049988,308.540009,303.01001,304.910004,304.910004,2576800
23.5.14,305.459991,312.350006,304.899994,312.23999,312.23999,3052900
27.5.14,314.410004,314.630005,307.380005,310.820007,310.820007,4862100
28.5.14,309.5,313.820007,307.420013,310.160004,310.160004,2726000
29.5.14,310.420013,314.869995,310.200012,313.779999,313.779999,2365500
30.5.14,314.429993,314.649994,307.570007,312.549988,312.549988,4260200
2.6.14,312.589996,312.600006,307,308.839996,308.839996,2203400
3.6.14,305.75,307.920013,305.070007,307.190002,307.190002,2379200
4.6.14,306.850006,309.5,303.839996,306.779999,306.779999,2107100
5.6.14,308.100006,327.940002,306.899994,323.570007,323.570007,7796700
6.6.14,325,330.880005,324.929993,329.670013,329.670013,5244000
9.6.14,331.570007,333,325.649994,327.5,327.5,3212200
10.6.14,327.649994,335.5,327.5,332.410004,332.410004,3663400
11.6.14,336,340.720001,333.880005,335.200012,335.200012,4436800
12.6.14,335.549988,335.549988,324.660004,325.910004,325.910004,4276300
13.6.14,327.049988,329.299988,323.529999,326.269989,326.269989,2764800
16.6.14,324.859985,328.690002,323.519989,327.619995,327.619995,2449800
17.6.14,327.540009,331.339996,325.230011,325.619995,325.619995,2924100
18.6.14,328,335.75,325,334.380005,334.380005,6401500
19.6.14,335.26001,338.899994,325.980011,327,327,5320600
20.6.14,327.76001,328.220001,320.420013,324.200012,324.200012,6054000
23.6.14,323.329987,327.549988,321.410004,327.23999,327.23999,2604800
24.6.14,327.540009,329.730011,322.73999,324.160004,324.160004,2626600
25.6.14,324.329987,328.149994,321.73999,327.440002,327.440002,2327800
26.6.14,328.48999,328.649994,322.130005,325.690002,325.690002,2699500
27.6.14,325.880005,326.519989,323.269989,324.570007,324.570007,2416200
30.6.14,324.980011,326.980011,322.23999,324.779999,324.779999,2671300
1.7.14,325.859985,333.200012,325.100006,332.390015,332.390015,3173600
2.7.14,333.200012,336.76001,331.660004,332.850006,332.850006,2681300
3.7.14,334.829987,338.299988,333.079987,337.48999,337.48999,1944300
7.7.14,337.5,337.549988,332.519989,333.549988,333.549988,2128900
8.7.14,333.100006,333.73999,321.399994,323.809998,323.809998,4271600
9.7.14,324.709991,330.200012,323.149994,329.970001,329.970001,3166100
10.7.14,324.339996,329.980011,322.649994,327.920013,327.920013,2665000
11.7.14,334.709991,347,334.709991,346.200012,346.200012,8300800
14.7.14,347.029999,355.769989,345.359985,355.320007,355.320007,5609900
15.7.14,353.720001,355.589996,349.399994,354.440002,354.440002,4170900
16.7.14,355.619995,359.320007,353,355.899994,355.899994,3503600
17.7.14,353.440002,356.959991,351.380005,352.450012,352.450012,3636000
18.7.14,354.399994,359.679993,352.079987,358.660004,358.660004,3407400
21.7.14,358.100006,361.709991,356.720001,359.76001,359.76001,2278400
22.7.14,355.25,362.929993,355.25,360.839996,360.839996,2888900
23.7.14,359.049988,360.630005,356.619995,358.140015,358.140015,2687300
24.7.14,359.980011,364.850006,358.519989,358.609985,358.609985,7088700
25.7.14,317.299988,324.869995,314.76001,324.01001,324.01001,17846500
28.7.14,324.25,324.820007,316.5,320.410004,320.410004,5932000
29.7.14,321.980011,322.899994,319.5,320,320,2883800
30.7.14,321.450012,322.730011,318.5,322.51001,322.51001,3969000
31.7.14,320.01001,320.679993,311.859985,312.98999,312.98999,5192000
1.8.14,313.690002,315.829987,304.589996,307.059998,307.059998,7441500
4.8.14,308.839996,316.179993,308.5,313.649994,313.649994,4200900
5.8.14,313.299988,314.549988,310.059998,312.320007,312.320007,2852100
6.8.14,310.829987,315.779999,310.200012,313.890015,313.890015,2296900
7.8.14,315.209991,315.880005,309.649994,311.450012,311.450012,2935600
8.8.14,311.940002,317.320007,310.660004,316.799988,316.799988,2705900
11.8.14,318.480011,320.380005,316.880005,318.329987,318.329987,2468600
12.8.14,318.890015,321.309998,316.950012,319.320007,319.320007,1915800
13.8.14,327.600006,331.720001,326.140015,326.279999,326.279999,4939100
14.8.14,327.799988,334.089996,326.709991,333.209991,333.209991,3420400
15.8.14,334,335,328.320007,333.630005,333.630005,3896700
18.8.14,335.480011,337.799988,333.769989,334.529999,334.529999,2485400
19.8.14,334.869995,335.809998,333.01001,335.130005,335.130005,1713800
20.8.14,334.679993,337.160004,334.019989,335.779999,335.779999,1810500
21.8.14,336.480011,336.579987,332.230011,332.910004,332.910004,1971100
22.8.14,332.98999,334.079987,330.799988,331.589996,331.589996,2211200
25.8.14,333.209991,336.769989,332.709991,334.019989,334.019989,1957700
26.8.14,337,344.359985,334.549988,341.829987,341.829987,3654700
27.8.14,342.089996,346.670013,341.339996,343.179993,343.179993,2961600
28.8.14,340,341.790009,338.799988,340.019989,340.019989,2252700
29.8.14,341.76001,341.820007,337.679993,339.040009,339.040009,1939500
2.9.14,339.980011,342.5,337.160004,342.380005,342.380005,2326000
3.9.14,342.540009,343.269989,337.549988,339,339,1993700
4.9.14,343.690002,349.380005,343.579987,345.950012,345.950012,3965600
5.9.14,346.299988,346.829987,342.5,346.380005,346.380005,2107000
8.9.14,344.540009,345.809998,339.040009,342.339996,342.339996,2955300
9.9.14,341.609985,341.76001,329.179993,329.75,329.75,4646800
10.9.14,334.299988,334.980011,328.820007,331.329987,331.329987,3797400
11.9.14,329.940002,333.01001,326.390015,330.519989,330.519989,2720200
12.9.14,329.559998,332.890015,328.790009,331.190002,331.190002,3429300
15.9.14,330.910004,331.329987,319,323.890015,323.890015,4000400
16.9.14,321.070007,329.480011,320.100006,327.76001,327.76001,3259900
17.9.14,327.76001,328,321.519989,324,324,4136000
18.9.14,325.440002,327.100006,323.709991,325,325,2576900
19.9.14,327.600006,332.76001,325.570007,331.320007,331.320007,6886200
22.9.14,328.48999,329.48999,321.059998,324.5,324.5,3109700
23.9.14,322.459991,327.600006,321.25,323.630005,323.630005,2352600
24.9.14,324.170013,329.440002,319.559998,328.209991,328.209991,2642200
25.9.14,327.98999,328.540009,321.399994,321.929993,321.929993,2928800
26.9.14,320.600006,323.5,317.640015,323.209991,323.209991,3638000
29.9.14,320.5,323.75,319,321.820007,321.820007,1924600
30.9.14,321.359985,323.429993,318.51001,322.440002,322.440002,2636200
1.10.14,322.040009,322.170013,315.549988,317.459991,317.459991,3089100
2.10.14,316.920013,318.529999,311.309998,318.410004,318.410004,3553900
3.10.14,320.359985,325.160004,319.529999,322.73999,322.73999,3037400
6.10.14,323.5,324.130005,319.600006,322.200012,322.200012,2290300
7.10.14,319.429993,322,316.670013,316.980011,316.980011,2365400
8.10.14,316.579987,324.109985,314.140015,322.700012,322.700012,3452800
9.10.14,321.48999,322.269989,314.519989,315.369995,315.369995,3587900
10.10.14,314.019989,317.769989,311.380005,311.390015,311.390015,3681900
13.10.14,309.869995,313.200012,303.470001,306.450012,306.450012,4363900
14.10.14,308,312.23999,305.75,308.309998,308.309998,3385800
15.10.14,304.350006,307.899994,299.100006,305.970001,305.970001,5343900
16.10.14,293.829987,306.820007,293.829987,302.859985,302.859985,4731300
17.10.14,307.149994,309.200012,302.720001,303.640015,303.640015,4405100
20.10.14,302.950012,306.529999,302.019989,306.209991,306.209991,3234500
21.10.14,309.899994,315.640015,307.070007,315.329987,315.329987,3559300
22.10.14,315.429993,318.980011,312.640015,312.970001,312.970001,3125900
23.10.14,313.399994,316.799988,311.399994,313.179993,313.179993,9038200
24.10.14,284.399994,293.809998,284,287.059998,287.059998,19801100
27.10.14,285.700012,290.420013,285.019989,289.970001,289.970001,5950600
28.10.14,289.76001,298,289.76001,295.589996,295.589996,5572600
29.10.14,299.109985,299.609985,293.070007,294.119995,294.119995,4881900
30.10.14,293.980011,299.73999,292.359985,299.070007,299.070007,4055200
31.10.14,305.149994,305.720001,301.5,305.459991,305.459991,4550700
3.11.14,306.23999,308.01001,303.23999,305.720001,305.720001,3242500
4.11.14,303.98999,304.25,300.170013,302.809998,302.809998,3427400
5.11.14,303.01001,304,294.160004,296.519989,296.519989,4674500
6.11.14,296.690002,297,292.290009,296.640015,296.640015,3758100
7.11.14,297.820007,299.98999,296.290009,299.859985,299.859985,2647400
10.11.14,300,305.799988,300,305.109985,305.109985,2809100
11.11.14,305.940002,312.380005,303.649994,312.01001,312.01001,3803600
12.11.14,310.75,312.579987,308.790009,311.51001,311.51001,2183000
13.11.14,312,317.890015,311.51001,316.480011,316.480011,3686400
14.11.14,317.119995,332.880005,316.399994,327.820007,327.820007,8877800
17.11.14,326.440002,328,318.029999,323.049988,323.049988,4784900
18.11.14,323.98999,329.559998,323.25,324.929993,324.929993,3549500
19.11.14,327.25,328.399994,324.019989,326.540009,326.540009,3281600
20.11.14,324,332.670013,323.329987,330.540009,330.540009,3436700
21.11.14,335.420013,338.329987,331.470001,332.630005,332.630005,4466600
24.11.14,334.779999,337.390015,333.600006,335.640015,335.640015,2754200
25.11.14,335.269989,336.329987,331.279999,335.040009,335.040009,2565000
26.11.14,333.779999,334.649994,331.75,333.570007,333.570007,1983600
28.11.14,336.029999,341.26001,336.029999,338.640015,338.640015,3051800
1.12.14,338.119995,340.640015,325.929993,326,326,4944900
2.12.14,327.5,327.929993,323.25,326.309998,326.309998,2790300
3.12.14,325.730011,326.769989,314.359985,316.5,316.5,5681000
4.12.14,315.529999,318.589996,313.470001,316.929993,316.929993,3290300
5.12.14,316.799988,316.929993,310.839996,312.630005,312.630005,3265200
8.12.14,311.570007,316.559998,304.820007,306.640015,306.640015,3639200
9.12.14,302.98999,313.640015,301.140015,312.5,312.5,4049500
10.12.14,312,313.190002,304.679993,305.839996,305.839996,3245900
11.12.14,307.890015,312.640015,306.01001,307.359985,307.359985,3262900
12.12.14,303.98999,310.640015,303.01001,307.320007,307.320007,3153500
15.12.14,308.869995,310.859985,302.149994,306.070007,306.070007,3841600
16.12.14,304.350006,304.48999,295.01001,295.059998,295.059998,6501300
17.12.14,296.369995,299.670013,293.029999,298.880005,298.880005,4433500
18.12.14,304.01001,304.5,293.25,297.730011,297.730011,7738100
19.12.14,296.910004,301.540009,295.519989,299.899994,299.899994,8709100
22.12.14,301.940002,307.359985,301.940002,306.540009,306.540009,4003800
23.12.14,306.980011,307.48999,303.25,306.290009,306.290009,2713700
24.12.14,306.380005,307,302.880005,303.029999,303.029999,1513800
26.12.14,305,310.779999,303.809998,309.089996,309.089996,2893800
29.12.14,307.850006,314.269989,306.579987,312.040009,312.040009,3009000
30.12.14,309.910004,313.940002,309.339996,310.299988,310.299988,2093000
31.12.14,311.549988,312.980011,310.01001,310.350006,310.350006,2048000
2.1.15,312.579987,314.75,306.959991,308.519989,308.519989,2783200
5.1.15,307.01001,308.380005,300.850006,302.190002,302.190002,2774200
6.1.15,302.23999,303,292.380005,295.290009,295.290009,3519000
7.1.15,297.5,301.279999,295.329987,298.420013,298.420013,2640300
8.1.15,300.320007,303.140015,296.109985,300.459991,300.459991,3088400
9.1.15,301.480011,302.869995,296.679993,296.929993,296.929993,2589500
12.1.15,297.559998,298.51001,289.279999,291.410004,291.410004,3421400
13.1.15,297.480011,301.5,293.230011,294.73999,294.73999,4130900
14.1.15,291.929993,295.910004,286.5,293.269989,293.269989,5538700
15.1.15,294,296,286.820007,286.950012,286.950012,4419200
16.1.15,286.279999,290.790009,285.25,290.73999,290.73999,3478200
20.1.15,292.589996,293.359985,286.390015,289.440002,289.440002,3062500
21.1.15,289.640015,306,287.26001,297.25,297.25,10065100
22.1.15,300,312.25,300,310.320007,310.320007,5362600
23.1.15,308.079987,316.929993,307.720001,312.390015,312.390015,4467100
26.1.15,311.820007,313,307.519989,309.660004,309.660004,3169700
27.1.15,306.299988,310.23999,302.630005,306.75,306.75,2920300
28.1.15,309.809998,311.51001,303.799988,303.910004,303.910004,3063800
29.1.15,304.730011,312.799988,299.329987,311.779999,311.779999,8656600
30.1.15,346.320007,359.5,340.73999,354.529999,354.529999,23856100
2.2.15,350.049988,365,350.01001,364.470001,364.470001,10231900
3.2.15,360.290009,367.820007,360.209991,363.549988,363.549988,6204100
4.2.15,358.380005,367.5,358.230011,364.75,364.75,4169900
5.2.15,366,378.799988,365.899994,373.890015,373.890015,7247600
6.2.15,374.869995,375.98999,371.01001,374.279999,374.279999,3871300
9.2.15,371,374.410004,367.200012,370.559998,370.559998,2724600
10.2.15,371.190002,374.299988,368.51001,373,373,2287200
11.2.15,371.230011,377.100006,371.100006,375.140015,375.140015,2786500
12.2.15,375.100006,378.51001,373.149994,377.170013,377.170013,2791100
13.2.15,378.410004,383,377.01001,381.829987,381.829987,3475100
17.2.15,377.720001,379.98999,372.670013,375.429993,375.429993,3673200
18.2.15,373.779999,376.73999,372.850006,373.369995,373.369995,2523500
19.2.15,373.48999,381.880005,373.429993,379,379,2953800
20.2.15,378.619995,383.700012,375.839996,383.660004,383.660004,3258000
23.2.15,383.440002,384.540009,378,380.140015,380.140015,2177000
24.2.15,378.649994,380.480011,376.160004,378.589996,378.589996,1920800
25.2.15,377.269989,387.850006,376.540009,385.369995,385.369995,3174500
26.2.15,384.070007,389.369995,383.279999,384.799988,384.799988,2687100
27.2.15,384,385.98999,379.790009,380.160004,380.160004,2532300
2.3.15,380.850006,385.899994,379.480011,385.660004,385.660004,2139200
3.3.15,383.950012,386.100006,381.600006,384.609985,384.609985,1946500
4.3.15,385.709991,387.899994,382.190002,382.720001,382.720001,2252700
5.3.15,385.609985,388.420013,383.890015,387.829987,387.829987,2693500
6.3.15,385.519989,387,378.880005,380.089996,380.089996,2627000
9.3.15,378.399994,379.329987,375.279999,378.559998,378.559998,2311400
10.3.15,377.450012,377.769989,369.179993,369.51001,369.51001,3079600
11.3.15,370.609985,373.350006,366.26001,366.369995,366.369995,2495100
12.3.15,368.820007,375.5,367.519989,374.23999,374.23999,2810000
13.3.15,371.519989,373.98999,366.679993,370.579987,370.579987,2611700
16.3.15,370.380005,373.940002,366.720001,373.350006,373.350006,2354100
17.3.15,371.109985,374.5,369.640015,371.920013,371.920013,2034200
18.3.15,369.970001,375.98999,366.700012,375.140015,375.140015,2640600
19.3.15,373.869995,377.109985,372.190002,373.23999,373.23999,1915700
20.3.15,376.290009,379.369995,375.920013,378.48999,378.48999,3763600
23.3.15,378.070007,381.769989,374.940002,375.109985,375.109985,2235300
24.3.15,373.98999,375.23999,372.269989,374.089996,374.089996,2228200
25.3.15,375.170013,380.5,370.290009,370.959991,370.959991,3429500
26.3.15,369.589996,371.399994,365.649994,367.350006,367.350006,2930000
27.3.15,367.109985,373.170013,366.570007,370.559998,370.559998,2603800
30.3.15,371.869995,376.119995,371.549988,374.589996,374.589996,1820900
31.3.15,373.23999,377.700012,371.51001,372.100006,372.100006,2506100
1.4.15,372.100006,373.160004,368.339996,370.26001,370.26001,2451100
2.4.15,370.5,373.279999,369,372.25,372.25,1875300
6.4.15,370.100006,380.200012,369.359985,377.040009,377.040009,3050700
7.4.15,376.149994,379.309998,374.029999,374.410004,374.410004,1954900
8.4.15,374.660004,381.579987,374.649994,381.200012,381.200012,2636400
9.4.15,380.660004,384.420013,378.799988,383.540009,383.540009,2392300
10.4.15,384.309998,387.119995,381.320007,382.649994,382.649994,2573500
13.4.15,383.529999,385.279999,380.140015,382.359985,382.359985,1894500
14.4.15,383.51001,387.809998,381.209991,385.109985,385.109985,2548800
15.4.15,384.649994,385.779999,381.640015,383.450012,383.450012,1933200
16.4.15,383.690002,387.450012,383.549988,386.040009,386.040009,2080400
17.4.15,382.630005,383.559998,374.399994,375.559998,375.559998,3839700
20.4.15,378.549988,391.940002,377,389.51001,389.51001,5001400
21.4.15,391.309998,394.600006,386.799988,391.179993,391.179993,4643500
22.4.15,391.910004,394.279999,388,389.799988,389.799988,3474700
23.4.15,390.209991,391.880005,386.149994,389.98999,389.98999,7980000
24.4.15,439,452.649994,439,445.100006,445.100006,17176900
27.4.15,443.859985,446.98999,437.410004,438.559998,438.559998,5430900
28.4.15,438.51001,439,428.040009,429.309998,429.309998,4140500
29.4.15,426.75,434.23999,426.029999,429.369995,429.369995,3621700
30.4.15,427.109985,431.75,419.23999,421.779999,421.779999,3647900
1.5.15,423.820007,425.640015,416,422.869995,422.869995,3565800
4.5.15,424.799988,429.769989,422.420013,423.040009,423.040009,2270400
5.5.15,422.850006,427.51001,421.019989,421.190002,421.190002,2856400
6.5.15,421.429993,422.720001,414.549988,419.100006,419.100006,2552500
7.5.15,424.149994,428.5,422.850006,426.880005,426.880005,2766100
8.5.15,430.75,435.200012,430.170013,433.690002,433.690002,2908800
11.5.15,432.51001,439,431.369995,432.850006,432.850006,2393700
12.5.15,431.079987,433.25,426.709991,431.019989,431.019989,1947800
13.5.15,429.980011,433.529999,425.799988,426.869995,426.869995,1996300
14.5.15,429.450012,433,427.01001,432.279999,432.279999,1888500
15.5.15,428,430.399994,424.299988,426,426,4240300
18.5.15,426,427.269989,421.459991,425.23999,425.23999,2268700
